galaxy_name,dataset,A_inferred,A_pred,A_class,f_star,f_gas,log10_Sigma_b,RHI_Rd,alpha_BTFR,BTFR_offset_dex,v_obs,v_newton,v_bdvr_full,analog_score,analog_tier,data_completeness,missing_fields,notes,passes_direct_analog_rule,T,Vflat,e_Vflat,Rdisk,RHI,Inc,D,Ref,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,A_implied,A_gov,maturity_class,log10_velocity_error_full_bdvr,log_j_obs_target,base_pred_oof,log_j_pred_oof,residual_before,residual_after,velocity_fractional_error,bdvr_overprediction_dex,angular_residual_abs,gas_rich_flag,low_stellar_flag,diffuse_flag,hi_extended_flag,severe_underrotation_flag,measurement_contamination_flag,failed_stalled_indicator_bundle,taxonomy_stage,boundary_stage,true_falsifier_followup_required,classification_reason,claim_boundary,followup_priority_rank,recommended_followup,Vflat_m36,v_newton_km_s,v_no_governor_km_s,log10_error_no_governor,A_inferred_m36,RHI_over_Rdisk,log10_Sigma_b_m36,quarantine_flag,clean_scalar_sample,A_inferred_m37,RHI_Rd_m37,m37_primary_test_set,m37_primary_fit_set,mature_control_set,class_gas_rich_low_surface_brightness_dwarf,class_hi_dominated_weak_stellar_disk,class_failed_stalled_or_low_efficiency_system,class_systems_with_unsettled_or_extended_hi,class_strong_approach_recede_mismatch,m37_candidate_classes,asymmetry_index,warp_index,approach_recede_mismatch_km_s,S_HI_disturbance,class_disturbed_or_unsettled_hi_system,A_pred_M37,governor_activation_residual
F574-1,SPARC,0.7162899142484588,0.3222217508924109,transition,0.4108519726174104,0.5891480273825895,7.803813527033311,3.630044843049328,0.8497538613413013,-0.0353534266378766,97.8,71.51639399850716,127.94767293822812,0.0176767133189383,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,97.8,4.1,4.46,16.19,65.0,96.8,"dB01,dB96",7955420000.000001,3268500000.0,4686920000.000001,4.46,0.6941665594824716,0.0486114805074435,transition,0.0404912838571592,2.9407037091637247,2.976738920044045,2.978829352778799,0.0360352108803208,0.038125643615074,0.041922290388548,0.1166935367308198,0.038125643615074,False,False,True,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,97.8,55.69688554439288,110.11177428999484,0.0514949059259186,0.7162899142484588,3.630044843049328,7.803813527033311,False,True,0.7162899142484588,3.630044843049328,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.686132896897524,-0.03015701735093479
UGC06786,SPARC,1.0,0.8350813271022183,high,0.8458313937142514,0.1541686062857485,8.726638809814512,5.641666666666667,1.831084558206224,0.1313542000903415,219.4,162.13710829964705,229.29649752131616,0.0070833333333333,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,0.0,219.4,7.8,3.6,20.31,64.0,29.3,"No07,No05",43393400000.0,36703500000.0,6689900000.000001,3.6,1.0,0.9224225190027476,mature,-0.1203952687472606,3.1985691196699606,3.134641729719331,3.135084474371243,-0.0639273899506296,-0.0634846452987174,0.0355515041020966,0.019160797741649,0.0634846452987174,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,219.4,125.41950413251894,210.5040355276997,-0.0179761972208674,1.0,5.641666666666667,8.726638809814512,False,True,1.0,5.641666666666667,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9583795257209106,-0.04162047427908944
NGC5985,SPARC,1.0,0.8231192567363417,high,0.8713455360448207,0.1286544639551793,8.58874440120979,5.634807417974322,1.973690011774356,0.1476394716471765,293.6,208.9857045175817,295.55041767086027,0.0067403708987161,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,293.6,8.6,7.01,39.5,60.0,39.7,"Bl04,Br92",119773380000.0,104364000000.0,15409380000.0,7.01,1.0,0.8943163757546183,mature,-0.140121972245043,3.614504064874673,3.512928478190851,3.514345761587212,-0.1015755866838219,-0.1001583032874608,0.0292915531335149,0.002875526184814,0.1001583032874608,False,False,True,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,293.6,143.24753279947652,247.0050176965448,-0.0750502755722731,1.0,5.634807417974322,8.58874440120979,False,True,1.0,5.634807417974322,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.957229026955565,-0.042770973044435
NGC6195,SPARC,0.6335265955764974,0.8478031839847678,high,0.8755002533979934,0.1244997466020065,8.262269476824219,2.9332855093256818,1.0622481375279624,0.0131129891502334,251.7,214.33719395775708,324.9320232020892,0.006702097276421,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,251.7,9.3,13.94,40.89,62.0,127.8,SG06,223344310000.0,195538000000.0,27806310000.0,13.94,1.0,0.7258348024425874,mature,-0.0079751319309507,3.846175984974335,3.8654048557476384,3.873407718240944,0.0192288707733037,0.0272317332666092,0.0369487485101311,0.1109092991657213,0.0272317332666092,False,False,True,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,251.7,195.2231006761695,279.2021577731948,0.0450355547973543,0.6335265955764974,2.9332855093256818,8.262269476824219,False,True,0.6335265955764974,2.9332855093256818,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9707165378156838,0.3371899422391864
UGC06930,SPARC,0.8544600438959054,0.5163978659365323,transition,0.5091657821440827,0.4908342178559173,7.953887196986764,4.253807106598985,0.9723146061095794,-0.006096595113806,107.2,79.89564825473207,134.91615844156448,0.003048297556903,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,107.2,5.1,3.94,16.76,32.0,18.0,"VS01,SV98",8771210000.0,4466000000.0,4305210000.000001,3.94,0.8932983744584888,0.19593859355682,transition,0.0112344523330886,2.9267210028463064,2.9694585701337,2.9708533288151604,0.0427375672873928,0.0441323259688539,0.0475746268656716,0.0998691813778562,0.0441323259688539,False,False,True,False,False,True,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,107.2,59.7419469208051,113.31954022629942,0.0241100184232918,0.8544600438959054,4.253807106598985,7.953887196986764,False,True,0.8544600438959054,4.253807106598985,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.8470478515010842,-0.00741219239482116
ESO079-G014,SPARC,1.0,0.8431116663588666,high,0.8609911892073615,0.1390088107926385,8.2678316681095,3.478346456692914,1.4000824456277412,0.0730768052058808,175.0,130.22042417164954,197.0560091303204,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,175.0,3.5,5.08,17.67,79.0,28.7,Ge04,30042700000.0,25866500000.0,4176200000.000001,5.08,1.0,0.7275761776685452,mature,-0.0679389479865981,3.249931756634195,3.262509307293813,3.27493327082874,0.0125775506596181,0.0250015141945443,0.02,0.0515516343232315,0.0250015141945443,False,False,True,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,175.0,101.8760072413432,163.14195171426232,-0.030472395093818,1.0,3.478346456692914,8.2678316681095,False,True,1.0,3.478346456692914,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9680068239823917,-0.031993176017608316
NGC0024,SPARC,1.0,0.7788451564067332,high,0.6838210987557938,0.3161789012442063,8.401475985917836,5.440298507462686,1.679116375569807,0.1125403985503548,106.3,78.00488619946532,113.2002992120388,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,5.0,106.3,7.9,1.34,7.29,64.0,7.3,"Di08,Ch06",2843580000.0,1944500000.0,899080000.0000001,1.34,1.0,0.7162449635294088,mature,-0.1074025413310721,2.4546680585520857,2.445899134387847,2.4463046301375946,-0.0087689241642388,-0.0083634284144911,0.0743179680150517,0.0273143102615145,0.0083634284144911,False,False,True,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,106.3,51.285354267076734,86.67043277566295,-0.0886622993703862,1.0,5.440298507462686,8.401475985917836,False,True,1.0,5.440298507462686,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9521026207198975,-0.047897379280102514
NGC3953,SPARC,1.0,0.9500077663311292,high,0.9493857994389996,0.0506142005610004,8.69487492171657,3.554192229038855,1.4161487635736911,0.0755544387551291,220.8,185.5430239167322,262.3974608267582,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,220.8,6.1,4.89,17.38,62.0,18.0,"VS01,SV98",74417060000.0,70650500000.0,3766560000.0,4.89,1.0,0.9328881456185544,mature,-0.0654020165617473,3.3343379238447626,3.332527806662472,3.339066373115593,-0.0018101171822912,0.0047284492708303,0.0276268115942028,0.0749605590768613,0.0047284492708303,False,False,False,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,220.8,164.87048179714287,218.36466856426895,-0.0048166982518404,1.0,3.554192229038855,8.69487492171657,False,True,1.0,3.554192229038855,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9840116458087058,-0.015988354191294185
NGC3972,SPARC,1.0,0.8738410668508108,high,0.8163351199847119,0.1836648800152881,8.468951352707107,4.610091743119266,1.4882186240882662,0.086333367574277,132.7,107.53140953223658,152.9557642680969,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,132.7,2.9,2.18,10.05,77.0,18.0,"VS01,SV98",8791120000.0,7176500000.0,1614620000.0,2.18,1.0,0.8351516055346992,mature,-0.0811955103549944,2.7623574121330217,2.774572836071428,2.77800568704022,0.0122154239384064,0.0156482749071984,0.0218538055764883,0.061694925521675,0.0156482749071984,False,False,True,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,132.7,74.07976636612777,119.9515871542582,-0.0438649241014279,1.0,4.610091743119266,8.468951352707107,False,True,1.0,4.610091743119266,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9696782462120256,-0.030321753787974415
NGC5005,SPARC,1.0,0.8333478336336348,high,0.9813051270337704,0.0186948729662297,8.210295606818034,1.1015873015873017,1.805272731289313,0.1282714110838463,262.2,166.22453362305092,256.3451607495039,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,262.2,20.7,9.45,10.41,68.0,16.9,Ri15,91062400000.0,89360000000.0,1702400000.0000002,9.45,1.0,0.6941068812716185,mature,-0.1231335538645636,3.6950944915273096,3.6412469750065934,3.66061493139787,-0.0538475165207161,-0.0344795601294394,0.0789473684210526,-0.0098075640548242,0.0344795601294394,False,False,True,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,262.2,166.22453362305092,236.746024207361,-0.0443499929387442,1.0,1.1015873015873017,8.210295606818034,False,True,1.0,1.1015873015873017,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9706724143690902,-0.029327585630909758
NGC7814,SPARC,1.0,0.9258752858732356,high,0.9632156039661288,0.0367843960338713,8.979724487335302,4.783464566929134,1.9304236173990144,0.1428263111130577,218.9,157.5503783519389,222.80988182232448,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,2.0,218.9,7.0,2.54,12.15,90.0,14.4,Fr11,38687600000.0,37264500000.0,1423100000.0000002,2.54,1.0,0.9727115043853686,mature,-0.1252498148755768,3.046109473851851,2.995116746496679,2.999443077993767,-0.050992727355172,-0.0466663958580841,0.0319780721790772,0.0076886867189328,0.0466663958580841,False,False,False,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,218.9,152.92748737885,206.92698513381484,-0.0244286313153802,1.0,4.783464566929134,8.979724487335302,False,True,1.0,4.783464566929134,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.973232147639544,-0.02676785236045598
UGC02487,SPARC,0.8833522354207538,0.8972120225628603,high,0.9111431474496304,0.0888568525503695,8.837205710302111,5.095057034220533,1.684431554310779,0.1132266842127192,332.0,255.8063962500976,361.7648749186741,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,0.0,332.0,3.5,7.89,40.2,36.0,69.1,"No07,No05",268868290000.0,244977500000.0,23890790000.000004,7.89,1.0,0.9527956148346134,mature,-0.0994094064885474,3.7192450825774377,3.635286890486805,3.6381400787045113,-0.0839581920906322,-0.0811050038729264,0.0105421686746987,0.0372883136192714,0.0811050038729264,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,332.0,215.4400581347034,344.4562886831093,0.0159960343010751,0.8833522354207538,5.095057034220533,8.837205710302111,False,True,0.8833522354207538,5.095057034220533,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9684717787801235,0.08511954335936966
UGC03546,SPARC,0.5752299067797505,0.9111406326356136,high,0.9343900268783742,0.0656099731216258,8.778747279189737,4.846965699208443,1.3192759397855558,0.0601678210455683,196.9,171.42647505970544,242.43364597924847,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,1.0,196.9,7.4,3.79,18.37,55.0,28.7,"No07,No05",54225750000.0,50668000000.0,3557750000.0,3.79,1.0,0.9471926194434268,mature,-0.0478707049336982,3.173914921770172,3.2032006720415693,3.20899313982936,0.0292857502713976,0.0350782180591884,0.0375825292026409,0.0903471767864221,0.0350782180591884,False,False,False,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,196.9,149.21513587752793,225.7367528112344,0.0593565573555587,0.5752299067797505,4.846965699208443,8.778747279189737,False,True,0.5752299067797505,4.846965699208443,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.97177073601508,0.3965408292353295
UGC04325,SPARC,1.0,0.535061001206578,transition,0.5290535529628043,0.4709464470371957,7.944904053243674,3.553763440860215,1.4963040622390842,0.0875099274910114,90.9,54.33002616537036,92.05377820916073,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,90.9,2.7,1.86,6.61,41.0,9.6,"Sw09,Sw02",1914740000.0,1013000000.0,901740000.0,1.86,1.0,0.2207382695313109,transition,-0.0823720702717288,2.529106823103865,2.508298221417891,2.5119931923865018,-0.020808601685974,-0.0171136307173633,0.0297029702970297,0.0054777349490415,0.0171136307173633,False,False,True,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,90.9,41.859408468165526,77.21289184749469,-0.0708740648707405,1.0,3.553763440860215,7.944904053243674,False,True,1.0,3.553763440860215,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.8529737125959961,-0.14702628740400392
UGC06399,SPARC,1.0,0.4997442000437775,transition,0.5615284530575909,0.4384715469424091,7.88888253041813,4.292682926829269,1.266192639338333,0.0512498922708035,85.0,53.47485445385581,92.55075810941032,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,85.0,3.8,2.05,8.8,75.0,18.0,"VS01,SV98",2044420000.0,1148000000.0,896420000.0000001,2.05,1.0,0.2330888581358828,transition,-0.0461120350515209,2.5422027824340283,2.5725139627340146,2.574367144453885,0.0303111802999862,0.0321643620198566,0.0447058823529411,0.0369610548180134,0.0321643620198566,False,False,True,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,85.0,37.88952185348014,79.18776867377045,-0.0307608199797454,1.0,4.292682926829269,7.88888253041813,False,True,1.0,4.292682926829269,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.8178668357896414,-0.18213316421035863
UGC06917,SPARC,1.0,0.6465184352310406,transition,0.5593956692687736,0.4406043307312265,8.105800729702338,4.590579710144928,1.1981376088490805,0.0392533503170219,108.7,79.65009925774248,127.3022071762644,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,108.7,3.5,2.76,12.67,56.0,18.0,"VS01,SV98",6106590000.0,3416000000.0,2690590000.0000005,2.76,1.0,0.3566828995136179,transition,-0.0341154930977393,2.7781686218154933,2.7888135759183776,2.79032944132507,0.0106449541028843,0.0121608195095768,0.0321987120515179,0.068606389466515,0.0121608195095768,False,False,True,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,108.7,55.279429379062414,104.33054618752848,-0.0178180630954004,1.0,4.590579710144928,8.105800729702338,False,True,1.0,4.590579710144928,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9147708419245517,-0.08522915807544829
UGC06983,SPARC,1.0,0.4068792338681964,transition,0.4016612308210174,0.5983387691789827,8.008032110383153,5.006230529595015,1.159281666256529,0.0320944838313198,109.0,76.7538177984189,127.04226224781706,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,109.0,5.8,3.21,16.07,49.0,18.0,"VS01,SV98",6595110000.0,2649000000.0,3946110000.000001,3.21,1.0,0.0695545849861411,transition,-0.0269566266120371,2.844961526009477,2.832076491193107,2.830893477160979,-0.01288503481637,-0.0140680488484981,0.0532110091743119,0.0665217207144695,0.0140680488484981,False,False,True,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,109.0,53.23301861563743,106.36490946102916,-0.0106281231864467,1.0,5.006230529595015,8.008032110383153,False,True,1.0,5.006230529595015,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.7961063810955566,-0.20389361890444335
UGC11914,SPARC,1.0,0.9703089969176988,high,0.98449977846327,0.0155002215367299,9.3089671803468,3.795081967213114,2.382704359510961,0.1885350797132683,288.1,186.6414838542005,263.9509177680494,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,2.0,288.1,10.5,2.44,9.26,31.0,16.9,"No07,No05",76195040000.0,75014000000.0,1181040000.0,2.44,1.0,0.9883624272826174,mature,-0.1624049397149833,3.1479630802831235,3.0339484195835493,3.0398273623806693,-0.1140146606995742,-0.1081357179024542,0.036445678583825,-0.0380200818812778,0.1081357179024542,False,False,False,False,False,True,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority,288.1,230.0939168016335,255.1665290039442,-0.0527195522682522,1.0,3.795081967213114,9.3089671803468,False,True,1.0,3.795081967213114,False,False,True,False,False,False,False,False,mature_or_control,,,,,False,0.9835950859641263,-0.01640491403587374
